path;classe;justificativa;consumidores;destino_path;etapa
src/hooks/useEvolutionApiLogs.ts;FICA;Consumidor legitimo do contrato (logs de retry), 1 importer, ref evolution_retry_metrics (schema).;AdminEvolutionApiLogsPage.tsx;;E69
src/hooks/useEvolutionApiManagement.ts;FICA;Implementacao consolidada do contrato (useEvolutionApiCore + 10 submodulos, ETAPA 18), URL evolution-api/${action} estrutural, refs @/hooks/evolutionApi.types e v237Fallbacks.;useEvolutionApi.ts (re-export) e internos;;E69
src/hooks/useEvolutionAutoReconnect.ts;FICA;Consumidor legitimo do contrato useEvolutionApi (restart/getStatus/connect) + evolutionInstanceName.;ConnectionsView.tsx, RealtimeInboxView.tsx, IntegrationKeysSection.tsx;;E69
src/hooks/useEvolutionAutoSync.ts;FICA;Consumidor legitimo do contrato useEvolutionApi (listInstances/syncAll).;ConnectionsView.tsx, IntegrationKeysSection.tsx;;E69
src/hooks/useEvolutionFallbackStats.ts;FICA;Consumidor legitimo: RPC rpc_evolution_fallback_stats e tabela public.evolution_fallback_events (schema estrutural).;EvolutionFallbackStatusCard.tsx;;E69
src/hooks/useExternalApiManagement.ts;FICA;Refs ESTRUTURAIS: imports de @/adapters/evolutionAdapter, ./evolutionFetchers, ./evolutionContactCache, ./evolutionReconcile, type EvolutionMessage.;27 importers (catalog, crm360, inbox chat, contacts);;E69
src/hooks/useExternalDB.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useExternalEvolution.ts;FICA;Ref ESTRUTURAL: import buildExternalConversations/evolutionToRealtimeMessage/jidToPhone de @/adapters/evolutionAdapter, schema evolution_messages, 1 importer (teste).;useExternalEvolution.reconcile.test.ts;;E69
src/hooks/useFollowupBridge.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useIntegrationManagement.ts;"EXCLUI;REVISAR";Re-export morto: zero refs em src/ (so comentarios em scripts/.sync-ignore e entrada em scripts/dead-code-allowlist.txt), modulo consolidado ETAPA 42 sem consumidores - remover junto com a entrada do allowlist. [R2: consumidor encontrado: docs/RPC_STUBS_STATUS.md, docs/cutover/ts-nocheck-batch-2026-;nenhum em src/ (scripts/dead-code-allowlist.txt:66 e .sync-ignore comentam);;E69
src/hooks/useProviderPanel.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useQueueDetails.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useQueuesComparison.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useRealtimeManagement.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useRealtimeMessages.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useRealtimeMonitor.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useTranscriptionNotifications.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useVoiceActionHandler.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useVoiceAgent.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useVoiceManagement.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/hooks/useWhatsAppTemplates.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/datasource/db.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/datasource/registry.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/datasource/rpcCatalog.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/datasource/sentinel.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/supabase/README.md;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/supabase/__tests__/columnMap.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/supabase/columnMap.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/supabase/rowNormalizers.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/supabase/schema.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/supabase/types.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/zappweb/evolutionClient.ts;"EXCLUI;REVISAR";Cliente legado esvaziado (todos os métodos lançam throw '[V3] Use o whatsappAdapter'), removido do barrel zappweb/index.ts e com zero imports reais em src/. [R2: consumidor encontrado: docs/BOUNDARY-evolution.md, docs/decouple/ADR-011-egress-gateway.md, docs/decouple/CI_GATES_V4.md, docs/decouple/EG;nenhum (0 imports, refs só em comentários de zappweb/index.ts e supabaseClient.ts);;E58
src/integrations/zappweb/hooks/__tests__/useZappConversations.test.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/zappweb/hooks/__tests__/useZappMessages.test.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/zappweb/hooks/useZappContactSearch.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/zappweb/hooks/useZappConversations.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/zappweb/hooks/useZappMessages.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/integrations/zappweb/index.ts;FICA;Refs evo apenas em COMENTARIOS (historico de remocao do evolutionClient p/ _archive, V3 2026-08-14) - nao-estrutural, barrel segue vivo para outras integracoes.;consumidores zappweb (outros barrels);;E69
src/integrations/zappweb/supabaseClient.ts;FICA;Ref evo apenas em COMENTARIO (mencao a src/integrations/zappweb/evolutionClient.ts arquivado) - nao-estrutural.;consumidores zappweb;;E69
src/integrations/zappweb/types.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/__tests__/clientTelemetry.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/__tests__/degradacao-evolution.test.ts;FICA;Teste acompanha alvos FICA: evolutionSendRetry.ts e evolutionCircuitBreaker.ts (imports reais, linha 59/62).;alvos: evolutionSendRetry.ts + evolutionCircuitBreaker.ts (ambos FICA);;E64
src/lib/__tests__/evolutionCircuitBreaker.test.ts;FICA;Teste acompanha alvo FICA: evolutionCircuitBreaker.ts.;alvo: evolutionCircuitBreaker.ts (FICA);;E64
src/lib/__tests__/evolutionDiagnostics.test.ts;FICA;Teste acompanha alvo FICA: evolutionDiagnostics.ts.;alvo: evolutionDiagnostics.ts (FICA);;E64
src/lib/__tests__/evolutionInstance.test.ts;FICA;Teste acompanha alvo FICA: evolutionInstance.ts.;alvo: evolutionInstance.ts (FICA);;E64
src/lib/__tests__/evolutionMessageId.test.ts;FICA;Teste acompanha alvo FICA: evolutionMessageId.ts.;alvo: evolutionMessageId.ts (FICA);;E64
src/lib/__tests__/evolutionSendRetry.invoke.test.ts;FICA;Teste acompanha alvos FICA: evolutionSendRetry.ts + evolutionCircuitBreaker.ts.;alvos: evolutionSendRetry.ts + evolutionCircuitBreaker.ts (ambos FICA);;E64
src/lib/__tests__/evolutionSendRetry.isTransient.test.ts;FICA;Teste acompanha alvos FICA: evolutionSendRetry.ts + evolutionCircuitBreaker.ts.;alvos: evolutionSendRetry.ts + evolutionCircuitBreaker.ts (ambos FICA);;E64
src/lib/__tests__/externalProxy.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/__tests__/groupsAutoSync.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/__tests__/phoneNormalization.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/__tests__/rateLimiter.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/__tests__/resilienceSimulation.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/__tests__/schemaDrift.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/__tests__/sendFunctionRouter.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/__tests__/webhookStatusPriority.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/__tests__/whatsappAdapter.sendInteractive.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/__tests__/whatsappAdapter.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/__tests__/whatsappConnectionsCache.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/adapters/evolutionOps.ts;FICA;Adapter de operações Evolution com 5 consumidores reais (ConnectionsView, useEvolutionApiIntegration, useMonitoringManagement, useWhatsAppTemplates, ZappWebbDemoPage).;src/components/connections/ConnectionsView.tsx, src/features/integrations/hooks/useEvolutionApiIntegration.ts, src/hooks/monitoring/useMonitoringManagement.ts, src/hooks/useWhatsAppTemplates.ts, src/pages/admin/ZappWebbDemoPage.tsx;;E68
src/lib/audio/pttLimits.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/clientTelemetry.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/constants/whatsappInstances.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/correlationId.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/crossTabSendDedupe.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/diagnostics.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/evoApiHealth/__tests__/hooks.test.ts;FICA;Teste acompanha alvo FICA: evoApiHealth/hooks.ts.;alvo: src/lib/evoApiHealth/hooks.ts (FICA);;E65
src/lib/evoApiHealth/__tests__/proxy.test.ts;FICA;Teste acompanha alvo FICA: evoApiHealth/proxy.ts.;alvo: src/lib/evoApiHealth/proxy.ts (FICA);;E65
src/lib/evoApiHealth/__tests__/useEvoApiAlertsBadge.test.ts;FICA;Teste acompanha alvo FICA: evoApiHealth/useEvoApiAlertsBadge.ts.;alvo: src/lib/evoApiHealth/useEvoApiAlertsBadge.ts (FICA);;E65
src/lib/evoApiHealth/hooks.ts;FICA;764 importadores (maior hub de hooks de saude da API: App.tsx, Sidebar.tsx, AdminEvoApiHealthPage.tsx, useEvolutionMonitoring, etc.), nucleo do modulo.;src/App.tsx, src/pages/admin/AdminEvoApiHealthPage.tsx, src/components/monitoring/hooks/useEvolutionMonitoring.ts, src/lib/evoApiHealth/useEvoApiAlertsBadge.ts;;E65
src/lib/evoApiHealth/proxy.ts;FICA;64 importadores incluindo integrations/supabase/client.ts, useExternalEvolution.ts, externalProxy.ts e hooks internos, proxy dinamico evoApi usado em todo o modulo.;src/integrations/supabase/client.ts, src/hooks/useExternalEvolution.ts, src/lib/externalProxy.ts, src/lib/evoApiHealth/hooks.ts;;E65
src/lib/evoApiHealth/types.ts;FICA;330 importadores (tipos ActiveAlert/DashboardResponse etc. usados em components/evoApiHealth/tabs, hooks de monitoramento, services/email, domain/messaging).;src/components/evoApiHealth/tabs/HealthTab.tsx, src/components/monitoring/hooks/useEvolutionMonitoring.ts, src/services/email/emailHealthService.ts;;E65
src/lib/evoApiHealth/useEvoApiAlertsBadge.ts;FICA;3 importadores: Sidebar.tsx (badge de alertas), hooks.ts e teste proprio — consumido em producao.;src/components/layout/Sidebar.tsx, src/lib/evoApiHealth/hooks.ts, src/lib/evoApiHealth/__tests__/useEvoApiAlertsBadge.test.ts;;E65
src/lib/evolutionCircuitBreaker.ts;FICA;Usado em produção por src/lib/evolutionSendRetry.ts (import linha 27) e exercitado por 4 suites de teste (degradacao-evolution, evolutionCircuitBreaker, evolutionSendRetry.invoke/isTransient).;src/lib/evolutionSendRetry.ts, src/lib/__tests__/evolutionCircuitBreaker.test.ts, src/lib/__tests__/degradacao-evolution.test.ts;;E64
src/lib/evolutionDiagnostics.ts;FICA;Consumidores ativos em produção: runEvolutionDiagnostics usado por src/hooks/useBridgeStatus.ts e DiagnosticResult por src/pages/admin/bridge-status/BridgeDiagnosticsDialog.tsx (n=3, 2 nao-teste).;src/hooks/useBridgeStatus.ts, src/pages/admin/bridge-status/BridgeDiagnosticsDialog.tsx, src/lib/__tests__/evolutionDiagnostics.test.ts;;E64
src/lib/evolutionInstance.ts;FICA;24 importadores em producao (evolutionInstanceName/evolutionInstanceStatus amplamente usados em conexoes, monitoramento e envio de mensagens).;src/components/connections/ConnectionCard.tsx, src/features/inbox/hooks/realtime/messageSender.ts, src/hooks/useEvolutionAutoReconnect.ts;;E64
src/lib/evolutionMessageId.ts;FICA;extractEvolutionMessageId usado por useBusinessLogicManagement.ts, useFileUploadLogic.ts e messageSender.ts em producao (n=4, 3 nao-teste).;src/features/business-logic/hooks/useBusinessLogicManagement.ts, src/features/inbox/components/useFileUploadLogic.ts, src/features/inbox/hooks/realtime/messageSender.ts;;E64
src/lib/evolutionSendRetry.ts;FICA;invokeEvolutionWithRetry consumido por messageSender.ts, failedMessagesEnqueue.ts e retryScheduleSimulation.ts em producao (n=6, 3 nao-teste).;src/features/inbox/hooks/realtime/messageSender.ts, src/lib/failedMessagesEnqueue.ts, src/lib/retryScheduleSimulation.ts;;E64
src/lib/failedMessagesEnqueue.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/failureRootCause.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/healthCheck.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/inbox/ticketStore.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/jid.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/phoneUtils.ts;FICA;Ref evo apenas em COMENTARIO (mencao a consumidores legados useEvolutionAutoSync) - nao-estrutural, util de telefone sem dependencia evo.;utils gerais (sem dependencia evo);;E69
src/lib/retryScheduleSimulation.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/sanitize.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/sendFunctionRouter.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/sendIdempotency.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/types/branded.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/whatsappAdapter.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/whatsappAdapterTransport.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/whatsappAdapterTypes.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/lib/withRequestId.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/main.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/AdminEvolutionApiLogsPage.tsx;FICA;Consumidor legitimo do contrato useEvolutionApiLogs + schema evolution_retry_metrics.;rota admin, importa @/hooks/useEvolutionApiLogs;;E69
src/pages/AdminEvolutionApiLogsPageParts.tsx;FICA;Importado por AdminEvolutionApiLogsPage.tsx:49, pagina confirmada viva (nao e dead code).;src/pages/AdminEvolutionApiLogsPage.tsx:49 (import './AdminEvolutionApiLogsPageParts');;E65
src/pages/AdminFailedMessagesPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/AdminInstancePausesPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/AdminRealtimeMonitorPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/AdminWebhookEventsPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/AdminWebhookOverviewPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/AdminWebhookSecretStatusPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/RealtimeFanoutDebug.tsx;FICA;Ref nao-estrutural: string de config 'useEvolutionMonitoring' (painel debug de fanout) - nao importa o hook.;rota debug;;E69
src/pages/ViewRouter.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin-realtime-monitor/EventsLiveBlock.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin-telemetria/ClientTelemetryPanel.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin-webhook-events/WebhookEventsTable.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin-webhook-events/useWebhookEvents.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin-webhook-overview/CallCorrelationView.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin-webhook-overview/callCorrelation.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin-webhook-overview/useWebhookOverview.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin-webhook-secret-status/HmacSelfTestButton.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin-webhook-secret-status/useAdminWebhookStatus.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/AdminBridgeStatusPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/AdminChannelsPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/AdminEvoApiHealthPage.tsx;FICA;Consumidor legitimo do contrato de health: queryKeys.adminOps.evoApiHealth() (keys estruturais de API).;rota admin;;E69
src/pages/admin/AdminInboxSyncStatusPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/AdminProvidersPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/AdminWhatsAppLogsPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/AdminWhatsAppModePage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/Connections.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/ZappWebbDemoPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/bridge-status/BridgeCoreServicesCard.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/bridge-status/BridgeDiagnosticsDialog.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/operations/MediaPipelineStats.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/useAdminWhatsAppMode.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/admin/whatsappLogsHelpers.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/inbox/AgentsOperationsPage.tsx;FICA;front consumidor (Fase 5 caca dead code);;;
src/pages/lazyViews.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/services/api/queryKeys.ts;FICA;Refs ESTRUTURAIS de contrato: queryKeys evoApiHealth*/evolution-db/evolution-fallback-stats/external-evolution (chaves de API/edge functions).;consumido por hooks/pages de admin e health;;E69
src/services/connections/BridgeService.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/services/connections/__tests__/BridgeService.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/services/messages/messagesRepository.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/shared/__tests__/webhookEventSchemas.test.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/shared/validation.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/shared/webhookEventSchemas.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/test/fixtures/TRILHA_MENSAGENS_NAVEGAVEL.mmd;FICA;front consumidor (Fase 5 caca dead code);;;
src/test/realtimeFanout.test.ts;FICA;Teste legitimo de fanout: referencia o modulo useEvolutionMonitoring e schema evolution_messages.;vitest;;E69
src/test/realtimeFanoutEvents.test.ts;FICA;Teste legitimo de fanout: referencia o modulo useEvolutionMonitoring (chave UEM).;vitest;;E69
src/tests/e2e/inbox-filter-presets.spec.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/tests/e2e/inbox-filters-persistence.spec.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/tests/e2e/inbox-unassigned-conversations.spec.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/tests/e2e/inbox-unassigned-empty-permissions.spec.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/types/chat.ts;FICA;front consumidor (Fase 5 caca dead code);;;
src/types/evolutionExternal.ts;FICA;16 imports em 14 arquivos (evolutionAdapter, hooks inbox, rpcCatalog, admin-webhook-*) — tipos load-bearing, nao morto.;evolutionAdapter.ts, useRealtimeContacts.ts, useMessageDetails.ts, useMessagesCursor.ts (import de valor toEvolutionMessageLite), evolutionFetchers.ts, useExternalApiManagement.ts, useExternalEvolution.ts, rpcCatalog.ts, admin-webhook-events/useWebhookEvents.ts, admin-webhook-events/WebhookEventsTab;;E65
src/types/mediaRefresh.ts;FICA;front consumidor (Fase 5 caca dead code);;;
supabase/config.toml;FICA;default conservador (R3);;;
supabase/functions/.env.required;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/contract-coverage.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/contract-gate-undefined-schema.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/contract-kit.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/contract-registry-integrity.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/contract-schemas-business.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/contract-schemas-consumer-stats.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/contract-schemas-integrations.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/contract-schemas.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/contract-versioning.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/db-columns.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/edge-contract-schemas.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/ensaio-f5-operacional.test.ts;FICA;Teste do contrato evolution: exercita evolutionClient e evolutionGatewayContract (contract.zod).;evolutionClient + evolutionGatewayContract (providers/evolution/index.ts + contract.zod.ts);;E41
supabase/functions/_shared/__tests__/ensaio-fake.test.ts;FICA;Teste do contrato evolution: valida fake/contrato via evolutionClient.;evolutionClient (providers/evolution/index.ts);;E41
supabase/functions/_shared/__tests__/evolution-fallback-telemetry.test.ts;FICA;Teste de alvo FICA (evolution-fallback-telemetry.ts tem importador em produção).;—;;E50
supabase/functions/_shared/__tests__/evolution-helpers-guarda1.spec.ts;FICA;Teste de alvo FICA (evolution-helpers.ts tem 13 importadores).;—;;E50
supabase/functions/_shared/__tests__/evolution-helpers-wiring.test.ts;FICA;Teste de alvo FICA (evolution-helpers.ts).;—;;E50
supabase/functions/_shared/__tests__/evolution-profile-fallback.test.ts;FICA;Teste de alvo FICA (evolution-profile-fallback.ts tem importador em produção).;—;;E50
supabase/functions/_shared/__tests__/evolution-response-normalizers.test.ts;FICA;Teste de alvo FICA (evolution-response-normalizers.ts tem importador em produção).;—;;E50
supabase/functions/_shared/__tests__/evolution-webhook-security.test.ts;FICA;Teste de alvo FICA (evolution-helpers.ts).;—;;E50
supabase/functions/_shared/__tests__/handle-messages-update.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/hmac-multi-secret.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/incoming-contact-insert-log.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/log-sanitizer.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/parity.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/__tests__/phone-helpers-exhaustive.test.ts;FICA;Teste exaustivo dos helpers do contrato evolution (evolution-helpers).;helpers de _shared/evolution-helpers.ts;;E41
supabase/functions/_shared/__tests__/registry.test.ts;FICA;Teste do registry que valida fallback/paridade com evolutionClient.;evolutionClient (providers/evolution/index.ts);;E41
supabase/functions/_shared/contract-kit.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/contract-schemas.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/contract-versions.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/db-columns.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/domain/messaging.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/edge-contract-schemas.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/evolution-api-proxy.ts;FICA;8 importadores no mapa (evolution-api/index.ts, whatsapp-cloud-send/index.ts, log-idempotency-miss.ts e testes), grep confirma uso em produção.;evolution-api/index.ts, whatsapp-cloud-send/index.ts, _shared/log-idempotency-miss.ts, tests (envelope-contract, get-media-base64, proxy-fetch-failure);;E50
supabase/functions/_shared/evolution-fallback-telemetry.ts;FICA;2 importadores no mapa, incluindo evolution-api/index.ts em produção, grep confirma.;evolution-api/index.ts, __tests__/evolution-fallback-telemetry.test.ts;;E50
supabase/functions/_shared/evolution-helpers.ts;FICA;13 importadores no mapa, incluindo evolution-webhook/index.ts, whatsapp-cloud-webhook/index.ts e helpers _shared, uso massivo em produção.;evolution-webhook/index.ts, whatsapp-cloud-webhook/index.ts, evolution-media.ts, evolution-sync-actions.ts, evolution-webhook-handlers.ts, evolution-webhook-messages.ts, evolution-webhook-msg-handlers.ts + 6 testes;;E50
supabase/functions/_shared/evolution-media.ts;FICA;4 importadores no mapa (evolution-webhook/index.ts, batch-fetch-avatars/index.ts, providers/cloud/media.ts, evolution-webhook-messages.ts).;evolution-webhook/index.ts, batch-fetch-avatars/index.ts, providers/cloud/media.ts, evolution-webhook-messages.ts;;E50
supabase/functions/_shared/evolution-message-id.ts;FICA;1 importador em produção: public-api/index.ts (grep confirma).;public-api/index.ts;;E50
supabase/functions/_shared/evolution-normalizer.ts;"EXCLUI;REVISAR";Único importador no mapa é __tests__/ensaio-fake.test.ts (teste/ensaio de mesa, etapa 57 do plano V3), grep repo-wide confirma zero referências em código de produção (demais hits são docs/planos). [R2: consumidor encontrado: docs/decouple/ADR-008-canonical-domain-model.md, docs/decouple/CANONICAL_CO;apenas __tests__/ensaio-fake.test.ts (teste);;E50
supabase/functions/_shared/evolution-profile-fallback.ts;FICA;3 importadores no mapa, incluindo evolution-api/index.ts em produção, grep confirma.;evolution-api/index.ts, __tests__/evolution-profile-fallback.test.ts, providers/evolution/__tests__/contract-fixtures.test.ts;;E50
supabase/functions/_shared/evolution-response-normalizers.ts;FICA;3 importadores no mapa, incluindo evolution-api/index.ts em produção, grep confirma.;evolution-api/index.ts, __tests__/evolution-response-normalizers.test.ts, providers/evolution/__tests__/contract-fixtures.test.ts;;E50
supabase/functions/_shared/evolution-sync-actions.ts;FICA;5 importadores no mapa (evolution-api/index.ts, evolution-sync/index.ts, evolution-webhook/index.ts, webhook-diagnostic/index.ts + teste).;evolution-api/index.ts, evolution-sync/index.ts, evolution-webhook/index.ts, webhook-diagnostic/index.ts, evolution-sync/__tests__/parse-regression.test.ts;;E50
supabase/functions/_shared/evolution-webhook-handlers.ts;FICA;2 importadores no mapa, incluindo evolution-webhook/index.ts em produção, grep confirma.;evolution-webhook/index.ts, evolution-webhook-msg-handlers.ts;;E50
supabase/functions/_shared/evolution-webhook-messages.ts;FICA;3 importadores no mapa (evolution-webhook/index.ts, evolution-normalizer.ts e teste incoming-contact-insert-log).;evolution-webhook/index.ts, evolution-normalizer.ts, __tests__/incoming-contact-insert-log.test.ts;;E50
supabase/functions/_shared/evolution-webhook-msg-handlers.ts;FICA;2 importadores no mapa (evolution-webhook-handlers.ts e teste handle-messages-update).;evolution-webhook-handlers.ts, __tests__/handle-messages-update.test.ts;;E50
supabase/functions/_shared/hmac-validation.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/ingest-port.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/instance-pause.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
